DateTime,Open,High,Low,Close,Volume,AdjustmentClose,SymbolID,TimeFrame
2014-05-01 00:00:00,1.81725,1.81723,1.81725,1.81723,14600,1.81723,GBPAUD,1min
2014-05-01 00:01:00,1.81723,1.81693,1.81723,1.81693,14718,1.81693,GBPAUD,1min
2014-05-01 00:02:00,1.81695,1.81691,1.81695,1.81691,14721,1.81691,GBPAUD,1min
2014-05-01 00:03:00,1.81696,1.81685,1.81693,1.81693,14741,1.81693,GBPAUD,1min
2014-05-01 00:04:00,1.81704,1.81687,1.81692,1.81704,14766,1.81704,GBPAUD,1min
2014-05-01 00:05:00,1.81707,1.81702,1.81705,1.81702,14776,1.81702,GBPAUD,1min
2014-05-01 00:06:00,1.81705,1.81702,1.81702,1.81705,14782,1.81705,GBPAUD,1min
2014-05-01 00:07:00,1.81711,1.81705,1.81705,1.81711,14790,1.81711,GBPAUD,1min
2014-05-01 00:08:00,1.81711,1.81708,1.81711,1.81711,14795,1.81711,GBPAUD,1min
2014-05-01 00:09:00,1.81708,1.81708,1.81708,1.81708,14797,1.81708,GBPAUD,1min
2014-05-01 00:10:00,1.81708,1.81705,1.81708,1.81705,14801,1.81705,GBPAUD,1min
2014-05-01 00:11:00,1.81707,1.81705,1.81705,1.81707,14803,1.81707,GBPAUD,1min
2014-05-01 00:12:00,1.81707,1.81699,1.81707,1.81701,14813,1.81701,GBPAUD,1min
2014-05-01 00:13:00,1.81704,1.81698,1.81701,1.81702,14820,1.81702,GBPAUD,1min
2014-05-01 00:14:00,1.81704,1.81700,1.81700,1.81703,14825,1.81703,GBPAUD,1min
2014-05-01 00:15:00,1.81703,1.81671,1.81703,1.81683,14888,1.81683,GBPAUD,1min
2014-05-01 00:16:00,1.81683,1.81678,1.81683,1.81682,14903,1.81682,GBPAUD,1min
2014-05-01 00:17:00,1.81684,1.81668,1.81684,1.81682,14944,1.81682,GBPAUD,1min
2014-05-01 00:18:00,1.81698,1.81682,1.81682,1.81697,14981,1.81697,GBPAUD,1min
2014-05-01 00:19:00,1.81695,1.81681,1.81693,1.81681,15026,1.81681,GBPAUD,1min
2014-05-01 00:20:00,1.81682,1.81680,1.81681,1.81682,15031,1.81682,GBPAUD,1min
2014-05-01 00:21:00,1.81683,1.81682,1.81682,1.81682,15039,1.81682,GBPAUD,1min
2014-05-01 00:22:00,1.81693,1.81664,1.81693,1.81665,15075,1.81665,GBPAUD,1min
2014-05-01 00:23:00,1.81663,1.81646,1.81663,1.81650,15134,1.81650,GBPAUD,1min
2014-05-01 00:24:00,1.81650,1.81629,1.81650,1.81631,15184,1.81631,GBPAUD,1min
2014-05-01 00:25:00,1.81631,1.81622,1.81631,1.81629,15207,1.81629,GBPAUD,1min
2014-05-01 00:26:00,1.81656,1.81629,1.81629,1.81656,15246,1.81656,GBPAUD,1min
2014-05-01 00:27:00,1.81675,1.81653,1.81656,1.81675,15267,1.81675,GBPAUD,1min
2014-05-01 00:28:00,1.81678,1.81675,1.81675,1.81678,15272,1.81678,GBPAUD,1min
2014-05-01 00:29:00,1.81680,1.81680,1.81680,1.81680,15275,1.81680,GBPAUD,1min
2014-05-01 00:30:00,1.81683,1.81680,1.81680,1.81681,15283,1.81681,GBPAUD,1min
2014-05-01 00:31:00,1.81691,1.81681,1.81681,1.81688,15295,1.81688,GBPAUD,1min
2014-05-01 00:33:00,1.81688,1.81686,1.81688,1.81686,15299,1.81686,GBPAUD,1min
2014-05-01 00:34:00,1.81688,1.81686,1.81688,1.81688,15302,1.81688,GBPAUD,1min
2014-05-01 00:35:00,1.81688,1.81686,1.81686,1.81688,15339,1.81688,GBPAUD,1min
2014-05-01 00:36:00,1.81691,1.81688,1.81688,1.81689,15345,1.81689,GBPAUD,1min
2014-05-01 00:37:00,1.81689,1.81689,1.81689,1.81689,15350,1.81689,GBPAUD,1min
2014-05-01 00:38:00,1.81698,1.81689,1.81689,1.81698,15366,1.81698,GBPAUD,1min
2014-05-01 00:39:00,1.81715,1.81698,1.81698,1.81702,15422,1.81702,GBPAUD,1min
2014-05-01 00:40:00,1.81702,1.81679,1.81702,1.81679,15449,1.81679,GBPAUD,1min
2014-05-01 00:41:00,1.81678,1.81646,1.81677,1.81650,15502,1.81650,GBPAUD,1min
2014-05-01 00:42:00,1.81657,1.81651,1.81651,1.81657,15515,1.81657,GBPAUD,1min
2014-05-01 00:43:00,1.81674,1.81650,1.81661,1.81650,15559,1.81650,GBPAUD,1min
2014-05-01 00:44:00,1.81659,1.81652,1.81652,1.81654,15576,1.81654,GBPAUD,1min
2014-05-01 00:45:00,1.81665,1.81655,1.81655,1.81658,15597,1.81658,GBPAUD,1min
2014-05-01 00:46:00,1.81658,1.81648,1.81658,1.81648,15608,1.81648,GBPAUD,1min
2014-05-01 00:47:00,1.81659,1.81645,1.81648,1.81659,15634,1.81659,GBPAUD,1min
2014-05-01 00:48:00,1.81659,1.81655,1.81659,1.81655,15640,1.81655,GBPAUD,1min
2014-05-01 00:49:00,1.81654,1.81648,1.81654,1.81649,15657,1.81649,GBPAUD,1min
2014-05-01 00:50:00,1.81659,1.81652,1.81652,1.81659,15664,1.81659,GBPAUD,1min
2014-05-01 00:51:00,1.81673,1.81658,1.81659,1.81673,15679,1.81673,GBPAUD,1min
2014-05-01 00:52:00,1.81688,1.81673,1.81673,1.81685,15714,1.81685,GBPAUD,1min
2014-05-01 00:53:00,1.81693,1.81679,1.81681,1.81689,15750,1.81689,GBPAUD,1min
2014-05-01 00:54:00,1.81689,1.81677,1.81689,1.81677,15764,1.81677,GBPAUD,1min
2014-05-01 00:55:00,1.81676,1.81670,1.81676,1.81670,15780,1.81670,GBPAUD,1min
2014-05-01 00:56:00,1.81691,1.81671,1.81671,1.81676,15815,1.81676,GBPAUD,1min
2014-05-01 00:57:00,1.81681,1.81672,1.81676,1.81674,15852,1.81674,GBPAUD,1min
2014-05-01 00:58:00,1.81680,1.81673,1.81678,1.81673,15867,1.81673,GBPAUD,1min
2014-05-01 00:59:00,1.81678,1.81670,1.81674,1.81678,15886,1.81678,GBPAUD,1min
2014-05-01 01:00:00,1.81684,1.81675,1.81681,1.81676,15912,1.81676,GBPAUD,1min
2014-05-01 01:01:00,1.81676,1.81656,1.81676,1.81656,15951,1.81656,GBPAUD,1min
2014-05-01 01:02:00,1.81660,1.81656,1.81658,1.81660,15963,1.81660,GBPAUD,1min
2014-05-01 01:03:00,1.81660,1.81647,1.81660,1.81647,15985,1.81647,GBPAUD,1min
2014-05-01 01:04:00,1.81657,1.81648,1.81649,1.81654,16005,1.81654,GBPAUD,1min
2014-05-01 01:05:00,1.81663,1.81647,1.81652,1.81647,16046,1.81647,GBPAUD,1min
2014-05-01 01:06:00,1.81647,1.81639,1.81647,1.81641,16054,1.81641,GBPAUD,1min
2014-05-01 01:07:00,1.81647,1.81644,1.81644,1.81644,16058,1.81644,GBPAUD,1min
2014-05-01 01:08:00,1.81649,1.81644,1.81644,1.81649,16063,1.81649,GBPAUD,1min
2014-05-01 01:09:00,1.81650,1.81645,1.81650,1.81645,16068,1.81645,GBPAUD,1min
2014-05-01 01:10:00,1.81662,1.81644,1.81644,1.81662,16083,1.81662,GBPAUD,1min
2014-05-01 01:11:00,1.81662,1.81661,1.81662,1.81661,16086,1.81661,GBPAUD,1min
2014-05-01 01:12:00,1.81664,1.81655,1.81661,1.81655,16105,1.81655,GBPAUD,1min
2014-05-01 01:13:00,1.81656,1.81649,1.81655,1.81654,16118,1.81654,GBPAUD,1min
2014-05-01 01:14:00,1.81654,1.81649,1.81654,1.81649,16133,1.81649,GBPAUD,1min
2014-05-01 01:15:00,1.81650,1.81649,1.81649,1.81649,16136,1.81649,GBPAUD,1min
2014-05-01 01:16:00,1.81651,1.81643,1.81649,1.81643,16145,1.81643,GBPAUD,1min
2014-05-01 01:17:00,1.81651,1.81641,1.81651,1.81641,16159,1.81641,GBPAUD,1min
2014-05-01 01:18:00,1.81643,1.81641,1.81641,1.81643,16161,1.81643,GBPAUD,1min
2014-05-01 01:19:00,1.81645,1.81640,1.81643,1.81640,16167,1.81640,GBPAUD,1min
2014-05-01 01:20:00,1.81646,1.81641,1.81643,1.81645,16181,1.81645,GBPAUD,1min
2014-05-01 01:21:00,1.81651,1.81648,1.81648,1.81651,16184,1.81651,GBPAUD,1min
2014-05-01 01:22:00,1.81658,1.81642,1.81651,1.81648,16218,1.81648,GBPAUD,1min
2014-05-01 01:23:00,1.81651,1.81646,1.81648,1.81646,16240,1.81646,GBPAUD,1min
2014-05-01 01:24:00,1.81657,1.81645,1.81648,1.81649,16289,1.81649,GBPAUD,1min
2014-05-01 01:25:00,1.81654,1.81642,1.81649,1.81648,16330,1.81648,GBPAUD,1min
2014-05-01 01:26:00,1.81652,1.81645,1.81650,1.81646,16342,1.81646,GBPAUD,1min
2014-05-01 01:27:00,1.81647,1.81645,1.81647,1.81647,16350,1.81647,GBPAUD,1min
2014-05-01 01:28:00,1.81647,1.81643,1.81647,1.81646,16380,1.81646,GBPAUD,1min
2014-05-01 01:29:00,1.81646,1.81638,1.81646,1.81640,16403,1.81640,GBPAUD,1min
2014-05-01 01:30:00,1.81641,1.81621,1.81641,1.81629,16438,1.81629,GBPAUD,1min
2014-05-01 01:31:00,1.81635,1.81623,1.81629,1.81627,16471,1.81627,GBPAUD,1min
2014-05-01 01:32:00,1.81627,1.81618,1.81627,1.81624,16511,1.81624,GBPAUD,1min
2014-05-01 01:33:00,1.81624,1.81618,1.81624,1.81620,16521,1.81620,GBPAUD,1min
2014-05-01 01:34:00,1.81640,1.81622,1.81622,1.81636,16555,1.81636,GBPAUD,1min
2014-05-01 01:35:00,1.81637,1.81626,1.81637,1.81626,16569,1.81626,GBPAUD,1min
2014-05-01 01:36:00,1.81628,1.81616,1.81628,1.81619,16587,1.81619,GBPAUD,1min
2014-05-01 01:37:00,1.81621,1.81612,1.81619,1.81612,16617,1.81612,GBPAUD,1min
